PO_ID,Supplier_ID,Raw_Material_ID,Order_Date,Order_Quantity,Unit_Cost,Delivery_Date_Planned,Delivery_Date_Actual,Total_Cost
PO001465,SUP00024,PROD00138,2023-07-24,11,28.91860415697507,2023-07-16,2023-10-04,414.3530515660011
PO000212,SUP00058,PROD00038,2023-12-18,3,48.85400213273998,2021-05-11,2023-10-02,107.78776458882565
PO001732,SUP00031,PROD00057,2021-10-05,6,65.66447206349275,2021-12-10,2022-02-03,473.4364490487825
PO000443,SUP00032,PROD00121,2024-04-14,6,23.302793296261452,2024-04-27,2024-04-13,117.14900787111621
PO000218,SUP00082,PROD00197,2021-01-19,10,66.40429380446864,2022-03-26,2021-09-03,780.878449317504
PO000021,SUP00098,PROD00049,2021-09-04,13,55.224414154331676,2023-01-25,2022-06-05,529.2277745590474
PO001431,SUP00098,PROD00177,2023-03-12,10,5.083341732957508,2023-07-30,2023-12-31,57.11673416534607
PO000514,SUP00049,PROD00021,2021-05-13,6,42.27558958940805,2022-11-14,2022-07-13,285.7851164237674
PO001019,SUP00071,PROD00033,2021-02-18,11,54.150520388167486,2023-01-13,2023-11-11,509.95440366377323
PO000224,SUP00059,PROD00054,2023-08-29,14,47.333777752479925,2023-07-18,2022-01-16,635.6351023617215
PO001971,SUP00039,PROD00144,2022-12-29,10,24.108259614298884,2023-11-01,2024-02-23,249.26415598762335
PO000251,SUP00074,PROD00019,2022-09-05,19,28.323150144080856,2022-10-28,2021-10-06,502.4384483521068
PO000824,SUP00065,PROD00125,2023-10-29,13,6.812118132893014,2024-01-09,2022-11-19,97.46676080893138
PO001704,SUP00019,PROD00115,2021-01-06,10,3.396506350975493,2022-08-12,2023-03-13,42.511394098207404
PO000490,SUP00014,PROD00066,2022-04-28,10,44.93136897294759,2024-01-02,2021-10-11,396.86847134839513
PO000534,SUP00049,PROD00173,2022-09-24,15,15.411583364456053,2022-03-11,2022-10-07,308.6033350647244
PO001617,SUP00036,PROD00136,2023-10-08,15,51.84536051532377,2023-04-12,2021-10-12,760.7665789084014
PO000547,SUP00084,PROD00097,2022-08-29,12,17.670884311707155,2022-03-20,2021-06-15,226.47602632647497
PO000006,SUP00052,PROD00135,2021-03-08,10,73.5174297054374,2024-03-15,2021-06-23,678.2330151295278
PO000856,SUP00033,PROD00011,2023-05-25,10,38.55702133834031,2021-03-14,2023-10-23,329.05635699004796
PO000026,SUP00087,PROD00148,2022-05-27,11,79.92027219974243,2022-04-07,2023-03-15,1354.3507485743842
PO001820,SUP00092,PROD00140,2022-11-10,13,57.61477451230934,2023-04-04,2021-09-23,588.626882035014
PO001284,SUP00020,PROD00128,2022-02-26,8,11.685996735842878,2023-02-23,2021-06-25,92.42451962018518
PO001167,SUP00009,PROD00069,2023-11-23,12,3.273663098111273,2022-06-23,2023-01-29,37.388622404006895
PO000404,SUP00054,PROD00149,2021-10-13,11,58.600325466927714,2023-10-07,2024-04-01,650.4561324741026
PO001400,SUP00050,PROD00003,2022-08-10,10,45.47741004663099,2023-03-16,2023-03-09,514.6144179935532
PO001355,SUP00040,PROD00126,2021-02-11,18,16.384024641438653,2024-04-26,2021-04-28,467.094648268712
PO000121,SUP00066,PROD00125,2023-08-07,9,5.375983392549264,2022-10-28,2023-03-19,70.4010719024785
PO001762,SUP00075,PROD00145,2023-03-03,9,66.71848279530265,2023-02-07,2021-08-15,698.4665446611033
PO001159,SUP00071,PROD00093,2021-03-06,10,20.482665828713248,2022-06-11,2024-04-05,131.47861843433583
PO001585,SUP00015,PROD00093,2024-03-04,9,78.1068316485114,2022-05-16,2022-08-13,797.0569978319281
PO000526,SUP00073,PROD00165,2022-03-27,14,24.83232104610688,2024-04-08,2021-03-15,384.61641696673973
PO000245,SUP00082,PROD00096,2021-06-24,14,78.3671654269897,2021-09-12,2022-10-23,1176.3034945674756
PO001405,SUP00099,PROD00017,2024-02-23,5,12.935016687529508,2022-11-13,2024-03-02,40.9147622578852
PO001588,SUP00060,PROD00055,2021-06-28,10,5.823704799039726,2023-04-21,2022-08-15,74.17825535009217
PO000773,SUP00075,PROD00134,2023-11-06,11,31.694919441122227,2021-08-22,2022-07-18,406.4168317487941
PO000048,SUP00021,PROD00184,2021-09-24,15,55.142758600475865,2023-01-02,2022-02-28,648.6261307323267
PO001637,SUP00002,PROD00008,2023-10-25,11,32.30645688459683,2021-09-18,2021-04-03,296.45678127220816
PO000413,SUP00092,PROD00077,2021-02-21,9,53.66658740955208,2021-09-10,2021-07-07,382.0738561819136
PO000679,SUP00095,PROD00160,2021-10-13,8,62.279639392248235,2021-11-27,2023-11-22,549.5770585567105
PO001257,SUP00095,PROD00093,2022-06-19,15,63.552030146363485,2022-03-11,2021-10-27,758.0563059479286
PO000200,SUP00055,PROD00041,2021-01-24,10,59.1069115736109,2021-09-01,2021-08-11,677.0112513387229
PO000144,SUP00019,PROD00148,2023-10-23,10,33.80236444044812,2021-09-24,2023-02-22,333.4307196495756
PO000052,SUP00061,PROD00051,2022-12-25,14,76.1575857940171,2022-08-10,2021-07-21,1228.7187000925364
PO001834,SUP00068,PROD00070,2021-04-03,11,35.53272084408542,2023-01-07,2021-11-04,394.53116784522354
PO000623,SUP00034,PROD00128,2023-06-08,5,50.45280510931704,2021-02-21,2024-01-30,135.5928081617472
PO001322,SUP00095,PROD00159,2021-02-20,8,42.18133767471484,2023-12-15,2024-01-22,396.52507360842037
PO001979,SUP00081,PROD00097,2022-03-15,6,72.49189094391268,2024-03-14,2021-08-07,468.5373486435007
PO001339,SUP00057,PROD00051,2022-01-31,14,79.43257102857544,2024-01-22,2022-02-16,1330.0745655664452
PO001051,SUP00039,PROD00054,2021-08-31,15,34.60005280992019,2021-12-31,2022-09-23,617.1132405569333
PO001042,SUP00087,PROD00091,2022-08-16,6,67.91239321823826,2023-05-21,2024-01-23,497.30926190175654
PO000754,SUP00090,PROD00070,2021-11-28,11,21.23997049380777,2021-06-21,2023-05-16,288.3789793233695
PO001200,SUP00014,PROD00184,2023-04-24,19,48.767714767556235,2024-01-27,2024-01-17,770.4318257759938
PO001918,SUP00083,PROD00085,2023-11-28,6,47.731479226577605,2023-08-25,2022-09-29,181.95367539703082
PO001577,SUP00056,PROD00158,2022-10-14,8,10.449849308320747,2022-12-02,2022-11-18,91.50427994786595
PO000849,SUP00058,PROD00107,2021-08-10,10,32.24133413169262,2023-09-02,2023-03-12,392.2143568849492
PO000665,SUP00085,PROD00169,2021-11-21,6,69.06544188936795,2022-04-19,2024-01-23,462.50350249426697
PO001768,SUP00085,PROD00046,2022-12-25,11,27.218784015039436,2022-10-02,2023-06-12,215.27096232422755
PO000272,SUP00004,PROD00015,2023-10-29,10,66.14584204994559,2021-08-12,2022-06-18,659.904908045436
PO001700,SUP00072,PROD00173,2022-01-24,11,75.42559376585949,2022-10-05,2024-03-21,844.3195436967848
PO000511,SUP00005,PROD00044,2023-03-08,12,14.987755520889884,2023-04-10,2023-03-01,204.34755684968994
PO001432,SUP00024,PROD00155,2021-06-01,12,52.89222872960755,2023-05-13,2023-09-10,518.7996460056008
PO001613,SUP00068,PROD00196,2024-03-19,10,74.83754588706437,2023-09-03,2023-11-13,770.3838871243975
PO000954,SUP00019,PROD00032,2021-10-28,13,64.37867914008773,2021-12-21,2021-05-14,831.307351628391
PO000385,SUP00084,PROD00100,2021-08-26,13,73.93261963940738,2023-09-06,2021-08-04,932.5011936039243
PO001690,SUP00089,PROD00188,2024-02-20,11,37.96981587734262,2022-11-30,2021-08-24,266.8317036015899
PO000736,SUP00059,PROD00021,2023-11-23,12,67.01315058568942,2023-03-18,2024-03-22,880.0107588311815
PO000642,SUP00087,PROD00102,2023-01-26,15,76.22325504638214,2023-07-29,2023-11-24,1231.3013531147833
PO001021,SUP00002,PROD00196,2024-04-02,13,41.2068489980448,2022-05-21,2024-04-01,435.36439850015705
PO000871,SUP00014,PROD00112,2021-03-02,7,68.65832843035655,2023-03-18,2023-03-20,368.39022341849255
PO001367,SUP00035,PROD00197,2021-12-21,7,31.572231062327294,2023-06-06,2023-11-20,155.80948180223248
PO000275,SUP00049,PROD00011,2022-01-04,9,77.39256701397983,2022-12-10,2024-03-07,867.8340281801961
PO000872,SUP00016,PROD00136,2023-01-08,13,54.01337866181624,2021-07-16,2021-08-06,702.4377778568612
PO001784,SUP00030,PROD00178,2023-09-30,11,25.816138468063684,2021-09-18,2022-01-26,378.8634470590928
PO000073,SUP00016,PROD00188,2023-09-22,12,63.891808208968925,2021-04-23,2022-10-12,817.5106259599655
PO000915,SUP00042,PROD00105,2021-03-23,6,28.874774291363174,2022-12-30,2023-01-05,103.34876306405131
PO001322,SUP00035,PROD00148,2023-01-15,10,8.858641416431258,2023-03-09,2022-08-27,101.36529884107271
PO001776,SUP00088,PROD00088,2023-06-20,10,51.78801261943662,2024-01-17,2022-12-26,504.9110885425701
PO001188,SUP00016,PROD00071,2022-08-15,11,48.809865047661354,2022-01-27,2021-06-24,509.2935311562896
PO001649,SUP00050,PROD00123,2024-03-09,13,43.46775798659769,2021-11-27,2021-10-11,762.2251892220833
PO000446,SUP00061,PROD00184,2022-09-04,15,74.88510241308538,2021-04-02,2021-12-23,979.0695834850987
PO000706,SUP00035,PROD00120,2022-01-11,10,24.535848302679334,2023-05-25,2023-12-09,275.0548637705192
PO001885,SUP00016,PROD00090,2023-03-31,10,11.577166517891923,2023-06-24,2021-10-10,150.4070519985214
PO001772,SUP00082,PROD00042,2021-12-11,19,72.84143320579501,2021-11-15,2021-09-28,1234.378014589188
PO001116,SUP00080,PROD00107,2022-03-03,6,32.06825346112705,2021-05-09,2024-03-21,122.80890788167108
PO000951,SUP00012,PROD00094,2023-02-24,11,37.488675785269464,2024-03-03,2023-02-07,382.1532505855093
PO000903,SUP00040,PROD00034,2021-08-06,5,33.284299527505205,2024-01-31,2023-03-19,162.31056636030246
PO000118,SUP00095,PROD00113,2022-01-26,10,49.090035398187965,2021-07-11,2023-12-09,362.8851062740414
PO001785,SUP00075,PROD00069,2023-05-03,4,57.463586274996096,2022-06-12,2021-11-18,285.81474786887657
PO001637,SUP00025,PROD00044,2021-05-22,13,72.71978663408963,2022-08-26,2023-10-07,910.7259180365963
PO000913,SUP00051,PROD00173,2023-03-06,9,17.684985435480776,2021-03-26,2021-02-22,111.89210848161815
PO000559,SUP00083,PROD00050,2022-04-01,15,36.31265095492863,2023-05-03,2023-03-14,618.5001099268834
PO000686,SUP00063,PROD00009,2024-03-05,11,58.60010754602569,2022-01-21,2023-12-02,482.4544755616468
PO000247,SUP00011,PROD00003,2022-06-20,6,52.65252694145674,2022-03-18,2021-08-01,323.43040899822313
PO001444,SUP00027,PROD00033,2022-12-21,18,14.399948713979947,2022-11-02,2023-02-27,343.6999121739929
PO001114,SUP00015,PROD00004,2021-07-05,16,18.513573322309348,2024-01-08,2022-03-23,508.9228752201547
PO000469,SUP00085,PROD00104,2021-02-06,12,55.906119032704886,2023-06-18,2023-01-05,669.2783847638061
PO001247,SUP00018,PROD00195,2023-10-28,9,44.2773135053577,2021-02-20,2023-04-24,326.3601114842413
PO001959,SUP00090,PROD00054,2021-10-28,14,72.66409397991173,2023-07-28,2022-09-12,967.2434999715268
PO000245,SUP00087,PROD00072,2023-02-14,7,63.452474739458886,2021-07-24,2023-05-20,534.4018055082208
PO000917,SUP00073,PROD00100,2021-01-30,8,43.13364062387034,2023-04-02,2022-12-27,295.58482291132964
PO000989,SUP00058,PROD00103,2022-10-09,10,77.24616174187405,2024-02-17,2021-09-25,894.3060625770654
PO000334,SUP00035,PROD00005,2024-04-04,7,17.88187252908332,2023-08-25,2023-01-13,130.09643094083086
PO001064,SUP00025,PROD00074,2021-01-16,12,53.08693446169777,2021-11-10,2022-10-18,597.5054157907305
PO001212,SUP00025,PROD00193,2022-10-08,8,31.091667266419666,2022-07-30,2022-05-13,146.2627119418328
PO000315,SUP00087,PROD00115,2021-08-24,11,75.62641705728772,2023-03-26,2023-01-29,823.8437958694329
PO000310,SUP00010,PROD00088,2023-07-16,9,29.93912844708058,2022-12-27,2021-02-27,379.24561006234904
PO001713,SUP00035,PROD00172,2023-03-17,14,75.33897928905883,2022-05-23,2023-03-26,945.0086770867512
PO000623,SUP00051,PROD00148,2024-02-25,12,58.807411417336475,2024-01-31,2021-07-13,487.91737984711517
PO001261,SUP00010,PROD00183,2023-03-09,17,15.115324311363928,2022-07-11,2024-03-26,332.5103697850773
PO001254,SUP00075,PROD00047,2023-12-14,14,22.53399695155537,2023-03-22,2024-04-01,333.25393906241663
PO001679,SUP00080,PROD00196,2023-03-22,6,74.42082592040033,2022-10-28,2023-11-19,645.0749597233404
PO001480,SUP00052,PROD00113,2023-02-25,8,56.696567135071675,2024-04-27,2024-02-25,458.8853080007735
PO001682,SUP00092,PROD00049,2023-03-18,10,60.48176565481132,2021-06-04,2024-01-09,650.8764357293132
PO001251,SUP00041,PROD00161,2023-10-13,16,64.18413939935935,2022-08-16,2021-07-05,806.9673843054624
PO000899,SUP00025,PROD00043,2023-09-22,18,30.184271246850646,2023-03-15,2022-09-09,707.6562021010843
PO000788,SUP00069,PROD00183,2022-03-08,8,53.344658223656104,2023-11-29,2022-01-23,370.2306828726302
PO000759,SUP00100,PROD00018,2023-01-08,11,40.21919510116543,2023-06-24,2023-05-04,388.71520469908853
PO000837,SUP00049,PROD00032,2021-02-26,11,50.251134976312194,2022-12-14,2023-03-23,375.0797903244339
PO000259,SUP00053,PROD00126,2023-05-08,15,47.72820670151297,2021-12-31,2021-10-18,545.46806445553
PO000848,SUP00040,PROD00094,2024-03-04,9,56.11080654021456,2022-02-17,2024-03-02,483.45086126179916
PO000779,SUP00007,PROD00106,2023-05-19,16,30.879517629956155,2021-06-04,2022-04-29,577.3268531567587
PO000070,SUP00002,PROD00114,2022-06-17,15,66.18926122831044,2021-12-25,2023-07-15,823.3190252006195
PO000551,SUP00011,PROD00142,2023-07-16,13,53.82050494036504,2022-02-03,2022-04-11,596.825402238106
PO001504,SUP00035,PROD00173,2021-03-10,8,30.737074572569625,2021-10-05,2022-08-02,163.1527134113261
PO001156,SUP00037,PROD00035,2021-05-15,10,61.012968768689575,2023-10-04,2021-01-22,702.1662473379162
PO001613,SUP00031,PROD00200,2022-09-20,15,7.57633218401468,2023-03-25,2022-08-01,315.04684892801265
PO001086,SUP00041,PROD00032,2022-11-12,13,67.23141159502498,2024-01-30,2021-07-09,726.7280654037658
PO001709,SUP00055,PROD00108,2022-04-29,10,68.65617766980398,2021-02-07,2023-05-27,645.3514312330178
PO001593,SUP00073,PROD00081,2023-06-16,12,69.84009099684668,2023-04-17,2021-07-07,730.1369522656577
PO000197,SUP00044,PROD00084,2021-11-15,7,23.871944993367126,2023-09-21,2022-03-21,269.3959086782934
PO001955,SUP00085,PROD00089,2023-11-26,12,55.794125110759204,2021-08-09,2021-04-01,518.8814449924123
PO000030,SUP00060,PROD00022,2021-01-19,12,4.582081517544639,2023-10-13,2023-01-02,71.00348953191555
PO001194,SUP00023,PROD00192,2023-07-22,14,71.56034643189852,2023-05-27,2022-12-07,818.5476360780381
PO001586,SUP00051,PROD00114,2021-01-21,11,6.677772926007093,2022-12-02,2021-08-17,89.37220824124122
PO000664,SUP00071,PROD00019,2024-01-15,11,79.39380008835865,2021-07-29,2023-05-25,1254.1697760127947
PO001198,SUP00075,PROD00189,2022-10-24,13,9.373936054903224,2021-07-25,2022-08-18,92.5612521385966
PO000725,SUP00024,PROD00059,2024-01-06,14,26.086463237232568,2024-04-12,2022-04-17,272.184618280293
PO000122,SUP00027,PROD00152,2023-05-16,12,39.799832252310786,2024-02-24,2023-07-21,403.2714382291607
PO000017,SUP00049,PROD00051,2021-10-20,13,77.18314848742095,2023-04-03,2023-11-28,1021.979757059616
PO000190,SUP00065,PROD00064,2023-09-27,10,54.17155596788801,2021-09-27,2023-09-01,443.6505008417395
PO000197,SUP00046,PROD00156,2022-09-19,12,38.259518956286286,2024-04-07,2021-11-18,415.77825446433087
PO001222,SUP00042,PROD00148,2024-04-12,12,56.325424386529185,2021-04-25,2022-08-01,477.2280309902942
PO001052,SUP00078,PROD00008,2022-11-01,10,29.501128347083142,2023-04-19,2023-09-17,278.71327313996875
PO000911,SUP00016,PROD00105,2021-02-23,5,49.00081779830977,2023-11-28,2022-04-17,117.87984769940566
PO001384,SUP00018,PROD00162,2021-02-17,10,33.64423609350727,2022-01-01,2022-03-12,340.89377701320245
PO000034,SUP00049,PROD00134,2022-06-23,13,42.64126265710284,2022-03-15,2021-03-04,617.8162094209002
PO000542,SUP00054,PROD00070,2023-09-12,10,39.763957768734635,2021-08-09,2022-06-07,213.99667583828256
PO001555,SUP00051,PROD00140,2022-08-24,13,10.723887256212226,2022-03-14,2022-07-13,226.4762977482258
PO001820,SUP00028,PROD00100,2022-05-26,14,53.153757328240815,2023-04-05,2021-04-30,752.4407554495273
PO000877,SUP00035,PROD00193,2024-04-13,6,15.881167208964182,2021-06-07,2021-07-06,77.44265218293464
PO000163,SUP00061,PROD00089,2024-02-14,10,25.59202802980001,2021-05-23,2022-06-08,180.6064280096203
PO001598,SUP00003,PROD00078,2023-09-22,12,23.867390006811632,2023-10-05,2022-01-01,297.352820595177
PO001771,SUP00027,PROD00136,2023-12-28,10,34.603502272556085,2024-03-13,2021-04-15,401.07240353898703
PO000828,SUP00099,PROD00086,2021-01-30,10,68.29963021317933,2024-01-07,2021-05-13,729.2456798494894
PO000487,SUP00052,PROD00119,2021-02-23,6,43.17079826082323,2024-02-13,2021-10-25,148.99701001680822
PO000088,SUP00084,PROD00151,2022-12-06,14,77.61769949404157,2023-09-15,2022-05-10,1044.2625946181154
PO001183,SUP00015,PROD00092,2021-03-13,14,45.4774035350588,2024-03-28,2022-03-10,527.2727003987703
PO001820,SUP00003,PROD00039,2021-04-26,10,37.863108862681,2023-02-14,2022-01-08,373.8031804252438
PO001356,SUP00030,PROD00031,2023-05-15,8,39.487600718229956,2023-06-24,2021-10-30,270.52428287713764
PO000635,SUP00046,PROD00093,2021-02-16,11,16.178565807991852,2022-08-26,2022-02-22,119.29331921146384
PO001286,SUP00058,PROD00196,2022-03-17,7,34.13162483135797,2022-09-06,2021-05-04,273.2709020164815
PO001665,SUP00064,PROD00006,2023-12-29,10,14.634682209226812,2021-08-01,2021-04-27,156.11449465588873
PO000952,SUP00002,PROD00138,2024-04-08,13,39.97775291310115,2024-03-16,2024-02-05,474.5937635994925
PO001640,SUP00065,PROD00186,2021-08-20,13,26.12569304722687,2024-04-25,2021-09-25,326.5665430339971
PO000784,SUP00005,PROD00080,2023-10-23,9,71.38384904204699,2023-08-01,2023-10-07,581.9323705060239
PO000698,SUP00015,PROD00032,2022-02-25,16,69.08033136623833,2024-01-11,2023-04-30,1111.347379921089
PO001166,SUP00094,PROD00125,2023-01-22,5,24.66437892175561,2021-07-30,2023-10-24,98.54110113312872
PO000930,SUP00033,PROD00182,2022-10-06,8,14.407228520345177,2023-06-08,2022-05-09,91.63614271774388
PO001955,SUP00053,PROD00144,2021-07-11,15,76.89881765008465,2023-06-10,2022-06-25,1041.4277032108598
PO001033,SUP00033,PROD00111,2023-08-21,6,54.94193366863055,2021-05-30,2023-03-26,375.16925870508743
PO000771,SUP00014,PROD00091,2022-09-28,8,29.22725259656146,2021-07-11,2021-12-27,125.70136516191853
PO000790,SUP00077,PROD00141,2023-01-21,13,78.34001812222918,2021-05-09,2021-04-30,1119.518263091888
PO001096,SUP00064,PROD00180,2023-12-26,15,71.55940492279713,2022-06-18,2021-03-25,914.64172479053
PO000710,SUP00050,PROD00101,2023-08-21,11,68.65955734900318,2021-06-27,2023-11-20,816.5977696725631
PO001446,SUP00061,PROD00136,2022-10-05,10,26.11829319607882,2021-07-31,2021-10-30,263.86926420593414
PO000762,SUP00084,PROD00089,2023-07-01,13,67.07026352250722,2022-11-08,2023-08-08,807.618912107391
PO000769,SUP00098,PROD00155,2022-03-05,13,50.95919907159856,2023-10-23,2024-01-05,549.3317631270749
PO001234,SUP00062,PROD00084,2023-05-25,12,30.483525648494894,2021-07-16,2021-02-06,185.66295741276775
PO000122,SUP00082,PROD00006,2023-10-21,3,53.089536542187936,2024-02-22,2023-03-19,107.77305664092125
PO001311,SUP00049,PROD00145,2021-11-18,9,24.730784458726877,2022-02-03,2022-07-07,120.36722532268811
PO001010,SUP00038,PROD00127,2021-02-11,16,61.005229066107475,2021-12-08,2023-04-27,723.4558507066165
PO000907,SUP00026,PROD00109,2021-05-30,9,18.448379604290327,2023-07-12,2022-07-13,108.94167405018571
PO001439,SUP00024,PROD00026,2022-11-30,9,64.39474650503735,2023-10-29,2022-03-06,662.4163246230222
PO001517,SUP00095,PROD00032,2022-08-29,6,47.05795366561839,2021-02-04,2022-01-18,201.83026600795554
PO001693,SUP00029,PROD00183,2023-01-22,17,51.64222975815715,2022-11-13,2021-05-02,673.0688928955675
PO000750,SUP00089,PROD00062,2022-12-13,9,11.038832452203845,2023-05-04,2021-09-05,66.02186855175111
PO000655,SUP00078,PROD00051,2022-05-26,10,69.0843765185058,2023-04-01,2022-08-13,596.1499860512055
PO001429,SUP00023,PROD00001,2023-05-01,8,60.74085159741764,2023-06-28,2022-02-28,305.26599332101046
PO001164,SUP00032,PROD00096,2024-02-02,7,71.65979485058703,2023-09-08,2024-04-12,513.4821986091996
PO001264,SUP00056,PROD00054,2021-05-13,9,66.80121425136608,2023-07-05,2023-12-10,800.048737491176
PO001112,SUP00013,PROD00103,2021-10-05,12,43.04721855844658,2022-09-01,2023-08-22,333.56354784776727
PO001546,SUP00073,PROD00100,2022-12-01,13,57.92926833401547,2023-05-13,2024-03-11,601.2590535528648
PO000381,SUP00084,PROD00133,2021-06-03,6,34.65546628904387,2021-09-23,2023-03-12,166.8087837250638
PO001112,SUP00035,PROD00062,2021-02-09,12,55.88706826006636,2023-10-11,2022-02-28,594.2157458517929
PO000317,SUP00054,PROD00127,2024-01-09,11,53.89167467739702,2022-05-23,2022-09-23,477.70864493339786
PO000815,SUP00014,PROD00188,2023-07-18,11,26.466047339916464,2021-03-04,2022-11-02,272.54753492758834
PO001328,SUP00085,PROD00006,2023-09-30,14,43.500502024908194,2021-06-09,2021-12-16,557.5960229157299
PO000987,SUP00035,PROD00095,2022-01-31,11,43.33488267396187,2021-04-09,2021-06-13,595.3334837318818
PO000760,SUP00090,PROD00137,2022-03-03,16,68.01243016399573,2022-11-03,2023-02-07,791.9484535340815
PO001770,SUP00016,PROD00074,2024-01-17,15,16.137824506952597,2023-08-11,2024-04-05,374.88359804040687
PO001546,SUP00018,PROD00144,2021-06-16,9,45.08037059985459,2022-08-30,2022-05-15,369.9138789904215
PO001053,SUP00080,PROD00196,2023-05-12,9,58.238816712408514,2023-08-20,2023-04-03,487.568526961279
PO001901,SUP00051,PROD00196,2021-09-22,9,49.60220410937807,2021-07-31,2021-05-31,325.2160613769167
PO000849,SUP00091,PROD00132,2022-07-16,14,66.59581793188156,2021-07-16,2023-05-13,894.577753618503
PO001577,SUP00045,PROD00167,2021-04-01,13,23.510161856269175,2024-03-22,2022-11-17,353.17391818282766
PO000336,SUP00012,PROD00192,2023-09-16,11,28.004671437160187,2022-01-25,2023-03-10,296.78842777738123
PO000572,SUP00004,PROD00144,2023-07-16,19,27.960153858464114,2022-01-17,2022-08-03,586.0277348883717
PO000677,SUP00013,PROD00125,2024-02-06,13,52.80671863276601,2022-03-04,2023-03-06,670.8534077295982
PO000212,SUP00022,PROD00046,2023-01-02,17,61.927789874564766,2023-07-30,2021-02-12,885.0113148344424
PO001004,SUP00081,PROD00188,2023-05-16,16,53.14579900229268,2022-05-10,2023-09-30,815.2370292289122
PO000385,SUP00017,PROD00165,2021-08-29,18,49.450268225653396,2023-06-11,2022-09-05,868.2536134673203
PO001269,SUP00050,PROD00101,2021-11-21,16,21.49855753412166,2023-03-20,2021-07-14,428.9144746710393
PO000381,SUP00051,PROD00010,2022-03-09,9,49.673515671698375,2023-09-17,2021-11-07,445.61987394865315
PO000248,SUP00016,PROD00070,2021-04-01,10,31.571976284253022,2021-10-09,2021-11-09,252.2507220703971
PO001939,SUP00076,PROD00139,2021-04-02,11,43.72077109880007,2023-08-27,2022-02-17,328.2693336182373
PO001317,SUP00055,PROD00130,2021-04-03,15,72.96527039703436,2022-10-28,2023-11-14,801.8586614319012
PO001873,SUP00046,PROD00117,2023-02-22,9,39.0701777891191,2021-11-15,2023-11-09,397.60428450016
PO000980,SUP00071,PROD00100,2023-03-04,14,47.46286207950361,2022-06-22,2024-03-06,572.7522468852039
PO000067,SUP00097,PROD00138,2021-01-27,13,30.57359528309459,2022-10-12,2023-12-28,371.2961016494487
PO001149,SUP00045,PROD00018,2024-02-25,7,28.03599301091996,2022-08-31,2021-03-13,163.96153020977326
PO001117,SUP00006,PROD00067,2021-08-22,11,10.420814392298709,2021-07-02,2022-12-06,225.59816403612166
PO000030,SUP00049,PROD00079,2023-04-20,8,73.76095234896732,2024-03-19,2023-02-08,641.9777672423344
PO001723,SUP00062,PROD00001,2021-07-18,11,18.927527788370465,2021-03-09,2021-04-28,235.53535898297633
PO001240,SUP00014,PROD00142,2021-08-05,15,62.3935137548805,2024-04-21,2022-09-24,749.7339638178461
PO001490,SUP00081,PROD00138,2023-10-23,18,3.6912510456845022,2022-04-25,2021-02-21,141.71808203998071
PO000988,SUP00059,PROD00085,2022-02-05,9,39.32537531576562,2021-09-19,2023-07-22,198.61610340612188
PO001237,SUP00056,PROD00098,2022-05-16,9,71.0311162393,2023-01-14,2021-06-23,562.2527765016993
PO000515,SUP00070,PROD00134,2021-06-03,9,6.575100716481916,2022-11-15,2022-05-21,69.8287678395144
PO001948,SUP00065,PROD00140,2021-01-16,11,49.25662308368498,2021-03-28,2024-01-20,564.7771065714348
PO000802,SUP00099,PROD00099,2023-03-27,12,35.99534559430085,2023-05-29,2021-06-04,419.16751697217217
PO000325,SUP00005,PROD00165,2022-03-17,8,70.13078028561618,2021-10-11,2023-06-10,444.5367816765326
PO000112,SUP00034,PROD00129,2021-11-12,12,52.12951290500018,2023-05-28,2023-08-24,453.32736288886565
PO001273,SUP00097,PROD00108,2023-03-30,11,48.99872080733404,2021-07-26,2022-04-09,347.8890737914416
PO001967,SUP00027,PROD00038,2022-10-25,13,57.8124141210685,2021-11-01,2023-05-21,745.8308969773008
PO001792,SUP00042,PROD00159,2022-01-28,13,63.815452012003625,2021-03-02,2024-03-17,841.4106998840042
PO001405,SUP00014,PROD00064,2024-01-24,10,24.95886257531417,2022-07-05,2022-11-03,192.5241125609409
PO001982,SUP00035,PROD00093,2023-08-25,13,51.583947677735324,2021-12-08,2023-12-30,652.358954007323
PO001446,SUP00063,PROD00006,2022-12-15,10,21.912457260023743,2023-03-15,2021-08-28,263.8627347876135
PO000679,SUP00084,PROD00179,2024-03-02,13,26.416112337000108,2021-05-01,2023-05-04,420.3752701591563
PO001203,SUP00016,PROD00039,2022-06-03,7,73.14811463450302,2022-12-05,2024-03-10,749.3693678787589
PO000160,SUP00084,PROD00135,2023-10-12,6,58.63313500892807,2021-10-26,2021-02-27,310.28897325204645
PO000444,SUP00069,PROD00147,2023-06-08,9,27.06884688125002,2023-10-22,2022-04-27,192.30874326929253
PO000836,SUP00013,PROD00037,2022-01-08,6,22.432449568360227,2024-04-21,2022-02-02,84.56468492124117
PO000404,SUP00064,PROD00080,2024-01-29,12,29.747882451961868,2022-02-04,2021-11-07,374.6253715255639
PO001908,SUP00047,PROD00113,2024-02-03,10,16.196458134979277,2024-02-11,2022-07-03,188.99234506578006
PO001992,SUP00099,PROD00075,2021-05-30,11,47.65354162033193,2023-12-15,2023-08-02,513.1921965411284
PO000742,SUP00063,PROD00182,2021-12-28,13,24.94725082694139,2023-06-15,2023-01-29,375.5575013269758
