sales_order_id,customer_id,product_id,order_date,quantity,unit_price,total_value,order_status
SO00907,CUST00263,PROD0027,2025-01-05,114,23283.81,2654354.34,Delivered
SO00908,CUST00190,PROD0113,2025-03-23,183,34162.26,6251693.58,Shipped
SO00909,CUST00360,PROD0098,2025-08-08,71,15814.46,1122826.66,Processing
SO00910,CUST00053,PROD0079,2025-05-02,396,33456.52,13248781.92,Pending
SO00911,CUST00039,PROD0023,2026-01-20,529,32193.06,17030128.74,Delivered
SO00912,CUST00401,PROD0086,2025-01-23,350,2504.13,876445.5,Processing
SO00913,CUST00498,PROD0090,2026-01-24,265,30023.38,7956195.7,Delivered
SO00914,CUST00195,PROD0130,2025-09-10,262,37560.54,9840861.48,Pending
SO00915,CUST00256,PROD0116,2025-08-26,92,8470.88,779320.96,Shipped
SO00916,CUST00149,PROD0174,2025-07-23,280,34424.11,9638750.8,Delivered
SO00917,CUST00434,PROD0146,2025-12-13,363,25221.97,9155575.11,Shipped
SO00918,CUST00005,PROD0060,2025-01-30,8,25010.79,200086.32,Delivered
SO00919,CUST00330,PROD0036,2026-02-28,156,13535.35,2111514.6,Delivered
SO00920,CUST00496,PROD0134,2025-08-14,386,37265.16,14384351.76,Delivered
SO00921,CUST00352,PROD0033,2025-10-01,708,4500.73,3186516.84,Pending
SO00922,CUST00381,PROD0054,2026-04-01,400,26166.06,10466424.0,Delivered
SO00923,CUST00337,PROD0015,2026-01-12,595,9342.23,5558626.85,Shipped
SO00924,CUST00011,PROD0150,2026-04-07,199,28260.12,5623763.88,Shipped
SO00925,CUST00044,PROD0105,2026-08-11,700,23639.6,16547720.0,Delivered
SO00926,CUST00059,PROD0018,2026-07-11,194,27401.58,5315906.52,Shipped
SO00927,CUST00439,PROD0193,2025-09-23,20,14905.08,298101.6,Pending
SO00928,CUST00288,PROD0070,2025-09-15,194,19387.38,3761151.72,Cancelled
SO00929,CUST00018,PROD0004,2026-04-20,708,3966.43,2808232.44,Pending
SO00930,CUST00170,PROD0183,2026-08-08,677,3370.58,2281882.66,Pending
SO00931,CUST00157,PROD0047,2025-05-08,609,30479.86,18562234.74,Delivered
SO00932,CUST00220,PROD0148,2026-02-01,338,29120.21,9842630.98,Pending
SO00933,CUST00432,PROD0179,2026-05-03,715,1462.61,1045766.15,Pending
SO00934,CUST00244,PROD0088,2025-05-14,173,4199.84,726572.32,Cancelled
SO00935,CUST00213,PROD0191,2025-04-25,736,12858.98,9464209.28,Shipped
SO00936,CUST00105,PROD0070,2026-04-03,314,16720.08,5250105.12,Shipped
SO00937,CUST00357,PROD0193,2025-10-19,327,17086.79,5587380.33,Delivered
SO00938,CUST00418,PROD0105,2025-05-01,729,18136.07,13221195.03,Delivered
SO00939,CUST00217,PROD0072,2025-06-16,750,7801.74,5851305.0,Processing
SO00940,CUST00352,PROD0175,2025-04-04,48,2872.57,137883.36,Delivered
SO00941,CUST00285,PROD0027,2026-04-22,129,22745.26,2934138.54,Processing
SO00942,CUST00230,PROD0104,2025-12-12,77,9548.04,735199.08,Delivered
SO00943,CUST00448,PROD0200,2025-10-05,580,31826.64,18459451.2,Delivered
SO00944,CUST00089,PROD0161,2025-10-23,723,14604.61,10559133.03,Pending
SO00945,CUST00161,PROD0183,2025-09-09,360,3618.04,1302494.4,Shipped
SO00946,CUST00104,PROD0164,2026-07-09,219,17319.09,3792880.71,Shipped
SO00947,CUST00366,PROD0092,2026-04-29,416,9805.35,4079025.6,Processing
SO00948,CUST00064,PROD0169,2026-07-23,214,15409.73,3297682.22,Delivered
SO00949,CUST00194,PROD0071,2025-11-30,653,15318.93,10003261.29,Shipped
SO00950,CUST00424,PROD0022,2025-04-09,350,17289.85,6051447.5,Delivered
SO00951,CUST00428,PROD0135,2025-03-08,480,4177.29,2005099.2,Shipped
SO00952,CUST00405,PROD0153,2026-06-19,285,24500.29,6982582.65,Shipped
SO00953,CUST00250,PROD0187,2025-01-03,591,23364.57,13808460.87,Cancelled
SO00954,CUST00039,PROD0077,2025-05-03,411,23364.05,9602624.55,Delivered
SO00955,CUST00496,PROD0027,2025-03-25,597,24153.84,14419842.48,Delivered
SO00956,CUST00235,PROD0093,2026-08-14,311,5344.03,1661993.33,Shipped
SO00957,CUST00109,PROD0188,2026-05-17,687,29922.13,20556503.31,Processing
SO00958,CUST00497,PROD0182,2025-12-11,190,12480.28,2371253.2,Cancelled
SO00959,CUST00497,PROD0075,2026-05-10,573,25998.35,14897054.55,Cancelled
SO00960,CUST00235,PROD0002,2026-05-23,58,9610.27,557395.66,Processing
SO00961,CUST00324,PROD0038,2025-05-04,349,23540.44,8215613.56,Delivered
SO00962,CUST00081,PROD0023,2025-04-08,666,33607.04,22382288.64,Processing
SO00963,CUST00282,PROD0042,2025-02-01,170,19802.09,3366355.3,Processing
SO00964,CUST00031,PROD0158,2026-08-23,419,29552.42,12382463.98,Delivered
SO00965,CUST00076,PROD0139,2025-01-20,441,12520.88,5521708.08,Shipped
SO00966,CUST00282,PROD0056,2025-07-28,585,31110.43,18199601.55,Delivered
SO00967,CUST00210,PROD0079,2025-03-06,413,31696.26,13090555.38,Shipped
SO00968,CUST00500,PROD0028,2025-05-17,735,12542.13,9218465.55,Delivered
SO00969,CUST00005,PROD0194,2026-04-29,608,19795.96,12035943.68,Delivered
SO00970,CUST00416,PROD0063,2025-02-17,500,15261.3,7630650.0,Delivered
SO00971,CUST00385,PROD0188,2026-06-09,427,34506.73,14734373.71,Shipped
SO00972,CUST00385,PROD0149,2026-03-22,231,19284.33,4454680.23,Processing
SO00973,CUST00293,PROD0132,2025-02-05,241,23570.98,5680606.18,Delivered
SO00974,CUST00345,PROD0178,2025-06-08,709,28168.72,19971622.48,Shipped
SO00975,CUST00226,PROD0105,2026-07-08,701,17848.7,12511938.7,Delivered
SO00976,CUST00437,PROD0122,2025-03-02,294,18845.51,5540579.94,Delivered
SO00977,CUST00203,PROD0082,2025-12-15,453,19020.88,8616458.64,Delivered
SO00978,CUST00347,PROD0071,2026-01-05,92,17209.2,1583246.4,Processing
SO00979,CUST00053,PROD0115,2026-05-30,601,11495.55,6908825.55,Delivered
SO00980,CUST00002,PROD0011,2025-12-25,199,23112.83,4599453.17,Shipped
SO00981,CUST00032,PROD0048,2025-06-02,448,26648.62,11938581.76,Delivered
SO00982,CUST00030,PROD0056,2025-08-20,129,33348.85,4302001.65,Delivered
SO00983,CUST00177,PROD0044,2025-09-19,381,10663.7,4062869.7,Delivered
SO00984,CUST00314,PROD0184,2025-01-11,34,32473.97,1104114.98,Delivered
SO00985,CUST00398,PROD0195,2025-09-22,41,11457.19,469744.79,Delivered
SO00986,CUST00222,PROD0132,2025-03-30,352,22323.13,7857741.76,Delivered
SO00987,CUST00205,PROD0191,2026-04-22,491,10715.86,5261487.26,Delivered
SO00988,CUST00103,PROD0124,2026-07-26,649,5248.99,3406594.51,Cancelled
SO00989,CUST00369,PROD0092,2025-03-05,215,8889.09,1911154.35,Pending
SO00990,CUST00308,PROD0054,2026-02-22,199,20217.1,4023202.9,Delivered
SO00991,CUST00133,PROD0034,2025-08-11,154,2356.81,362948.74,Delivered
SO00992,CUST00082,PROD0198,2026-02-14,533,10071.89,5368317.37,Delivered
SO00993,CUST00255,PROD0173,2025-08-13,181,19815.01,3586516.81,Shipped
SO00994,CUST00053,PROD0010,2025-08-01,239,16775.21,4009275.19,Shipped
SO00995,CUST00004,PROD0140,2025-02-24,710,1393.26,989214.6,Delivered
SO00996,CUST00129,PROD0009,2025-08-01,210,26859.67,5640530.7,Delivered
SO00997,CUST00098,PROD0060,2025-07-22,202,23589.78,4765135.56,Processing
SO00998,CUST00455,PROD0132,2026-07-05,216,26143.38,5646970.08,Delivered
SO00999,CUST00066,PROD0093,2025-03-26,662,6079.12,4024377.44,Processing
SO01000,CUST00138,PROD0119,2025-01-13,225,10586.82,2382034.5,Processing
SO01001,CUST00386,PROD0176,2026-01-16,694,13436.87,9325187.78,Pending
SO01002,CUST00338,PROD0099,2026-08-09,554,2099.0,1162846.0,Cancelled
SO01003,CUST00152,PROD0095,2026-01-31,723,1169.42,845490.66,Delivered
SO01004,CUST00050,PROD0095,2025-05-28,502,1315.8,660531.6,Processing
SO01005,CUST00238,PROD0159,2025-08-16,685,7612.2,5214357.0,Delivered
SO01006,CUST00106,PROD0183,2025-11-27,149,3436.79,512081.71,Delivered
SO01007,CUST00268,PROD0136,2026-03-15,372,14897.97,5542044.84,Delivered
SO01008,CUST00270,PROD0143,2025-05-16,219,25312.91,5543527.29,Processing
SO01009,CUST00309,PROD0117,2025-08-15,629,17622.89,11084797.81,Delivered
SO01010,CUST00442,PROD0056,2026-06-15,694,26202.73,18184694.62,Shipped
SO01011,CUST00122,PROD0043,2025-01-24,97,4966.56,481756.32,Delivered
SO01012,CUST00423,PROD0173,2026-08-19,431,26516.8,11428740.8,Shipped
SO01013,CUST00349,PROD0176,2025-03-24,745,12931.11,9633676.95,Delivered
SO01014,CUST00224,PROD0112,2026-02-10,665,3179.05,2114068.25,Processing
SO01015,CUST00207,PROD0166,2025-02-07,469,24915.85,11685533.65,Delivered
SO01016,CUST00242,PROD0024,2026-03-04,305,6959.24,2122568.2,Processing
SO01017,CUST00220,PROD0064,2026-06-29,146,30179.0,4406134.0,Delivered
SO01018,CUST00456,PROD0188,2025-04-02,1,26678.07,26678.07,Delivered
SO01019,CUST00076,PROD0121,2025-11-14,391,19619.46,7671208.86,Delivered
SO01020,CUST00290,PROD0195,2025-12-27,411,9482.62,3897356.82,Shipped
SO01021,CUST00106,PROD0147,2025-10-30,693,3363.59,2330967.87,Delivered
SO01022,CUST00315,PROD0087,2025-09-21,611,25837.61,15786779.71,Delivered
SO01023,CUST00179,PROD0083,2026-07-31,293,19274.25,5647355.25,Delivered
SO01024,CUST00102,PROD0020,2026-01-12,482,7113.96,3428928.72,Processing
SO01025,CUST00028,PROD0039,2025-02-02,94,6259.91,588431.54,Delivered
SO01026,CUST00482,PROD0053,2026-04-24,390,4093.84,1596597.6,Delivered
SO01027,CUST00180,PROD0189,2025-06-21,400,9287.71,3715084.0,Delivered
SO01028,CUST00088,PROD0187,2025-07-10,210,25082.48,5267320.8,Processing
SO01029,CUST00289,PROD0055,2025-10-02,613,3235.57,1983404.41,Delivered
SO01030,CUST00003,PROD0025,2026-02-05,595,16563.99,9855574.05,Processing
SO01031,CUST00281,PROD0133,2025-11-06,442,16524.06,7303634.52,Cancelled
SO01032,CUST00383,PROD0114,2025-01-24,213,18981.09,4042972.17,Shipped
SO01033,CUST00159,PROD0078,2026-02-28,459,28283.28,12982025.52,Processing
SO01034,CUST00322,PROD0177,2026-08-08,203,27349.02,5551851.06,Processing
SO01035,CUST00323,PROD0072,2026-01-07,94,7712.53,724977.82,Delivered
SO01036,CUST00403,PROD0158,2025-03-01,687,22718.64,15607705.68,Delivered
SO01037,CUST00471,PROD0107,2025-04-10,300,26188.28,7856484.0,Shipped
SO01038,CUST00327,PROD0144,2026-01-10,111,22463.15,2493409.65,Delivered
SO01039,CUST00418,PROD0064,2026-05-18,733,26931.41,19740723.53,Delivered
SO01040,CUST00428,PROD0077,2026-08-12,262,29831.98,7815978.76,Shipped
SO01041,CUST00277,PROD0113,2025-08-28,563,38509.37,21680775.31,Shipped
SO01042,CUST00067,PROD0129,2025-11-30,587,15713.75,9223971.25,Delivered
SO01043,CUST00177,PROD0023,2026-03-24,567,27268.58,15461284.86,Processing
SO01044,CUST00379,PROD0116,2025-11-07,454,6018.33,2732321.82,Processing
SO01045,CUST00258,PROD0061,2026-07-07,456,5653.36,2577932.16,Pending
SO01046,CUST00023,PROD0156,2025-12-30,413,9614.02,3970590.26,Processing
SO01047,CUST00021,PROD0102,2026-05-31,162,19026.73,3082330.26,Delivered
SO01048,CUST00024,PROD0131,2025-09-03,585,14067.92,8229733.2,Pending
SO01049,CUST00144,PROD0101,2026-02-04,623,5164.81,3217676.63,Delivered
SO01050,CUST00153,PROD0199,2025-08-16,238,9082.15,2161551.7,Processing
SO01051,CUST00091,PROD0029,2025-12-04,192,10166.47,1951962.24,Shipped
SO01052,CUST00017,PROD0061,2026-02-03,517,6076.02,3141302.34,Delivered
SO01053,CUST00024,PROD0054,2026-07-14,339,26794.71,9083406.69,Delivered
SO01054,CUST00196,PROD0110,2025-10-25,1,34316.73,34316.73,Processing
SO01055,CUST00109,PROD0123,2025-03-02,413,30820.03,12728672.39,Delivered
SO01056,CUST00377,PROD0150,2026-03-17,126,33007.41,4158933.66,Pending
SO01057,CUST00042,PROD0048,2026-03-13,182,19234.58,3500693.56,Delivered
SO01058,CUST00373,PROD0148,2025-09-01,697,30467.72,21236000.84,Delivered
SO01059,CUST00283,PROD0105,2025-12-26,728,20395.99,14848280.72,Pending
SO01060,CUST00327,PROD0145,2025-03-13,655,12364.76,8098917.8,Shipped
SO01061,CUST00063,PROD0081,2025-11-06,534,1747.49,933159.66,Delivered
SO01062,CUST00068,PROD0140,2026-01-17,426,1460.71,622262.46,Shipped
SO01063,CUST00052,PROD0058,2025-01-02,528,2313.3,1221422.4,Shipped
SO01064,CUST00086,PROD0151,2025-01-27,347,6170.79,2141264.13,Processing
SO01065,CUST00006,PROD0028,2026-06-16,32,12942.04,414145.28,Pending
SO01066,CUST00439,PROD0120,2025-12-29,97,9260.19,898238.43,Delivered
SO01067,CUST00287,PROD0015,2026-01-19,395,10962.44,4330163.8,Shipped
SO01068,CUST00307,PROD0076,2025-04-03,623,8278.2,5157318.6,Processing
SO01069,CUST00468,PROD0103,2025-07-14,641,23010.06,14749448.46,Delivered
SO01070,CUST00173,PROD0031,2025-12-31,590,2353.33,1388464.7,Pending
SO01071,CUST00114,PROD0148,2026-08-31,422,32006.6,13506785.2,Delivered
SO01072,CUST00408,PROD0170,2026-03-20,505,17001.13,8585570.65,Delivered
SO01073,CUST00329,PROD0080,2025-01-12,625,7384.64,4615400.0,Processing
SO01074,CUST00363,PROD0042,2025-07-28,572,23739.84,13579188.48,Pending
SO01075,CUST00009,PROD0126,2026-01-10,719,7908.65,5686319.35,Delivered
SO01076,CUST00493,PROD0152,2025-06-07,226,9267.91,2094547.66,Delivered
SO01077,CUST00144,PROD0148,2025-07-19,362,27541.45,9970004.9,Delivered
SO01078,CUST00447,PROD0198,2026-07-31,272,9257.54,2518050.88,Delivered
SO01079,CUST00245,PROD0174,2025-08-07,75,38233.22,2867491.5,Delivered
SO01080,CUST00268,PROD0143,2026-01-07,358,23008.01,8236867.58,Shipped
SO01081,CUST00277,PROD0002,2025-09-19,398,9352.22,3722183.56,Delivered
SO01082,CUST00464,PROD0107,2025-07-05,135,24506.58,3308388.3,Shipped
SO01083,CUST00199,PROD0152,2025-03-02,380,12205.76,4638188.8,Delivered
SO01084,CUST00345,PROD0024,2026-05-18,173,5259.27,909853.71,Processing
SO01085,CUST00426,PROD0165,2025-02-19,65,32167.8,2090907.0,Pending
SO01086,CUST00443,PROD0172,2025-05-15,728,8181.41,5956066.48,Delivered
SO01087,CUST00101,PROD0016,2025-08-15,187,14327.49,2679240.63,Processing
SO01088,CUST00394,PROD0127,2026-06-05,595,31465.51,18721978.45,Delivered
SO01089,CUST00404,PROD0039,2026-03-16,227,6551.96,1487294.92,Delivered
SO01090,CUST00308,PROD0111,2025-12-16,569,10666.97,6069505.93,Processing
SO01091,CUST00434,PROD0006,2025-04-18,597,22316.16,13322747.52,Processing
SO01092,CUST00391,PROD0104,2026-08-08,561,7239.58,4061404.38,Delivered
SO01093,CUST00177,PROD0042,2025-02-01,92,17121.26,1575155.92,Shipped
SO01094,CUST00406,PROD0109,2025-08-11,7,12207.9,85455.3,Delivered
SO01095,CUST00398,PROD0027,2025-10-08,706,24427.95,17246132.7,Shipped
SO01096,CUST00131,PROD0192,2025-09-17,417,5069.12,2113823.04,Pending
SO01097,CUST00355,PROD0157,2025-03-19,512,29853.11,15284792.32,Delivered
SO01098,CUST00431,PROD0061,2026-07-20,280,6012.02,1683365.6,Delivered
SO01099,CUST00290,PROD0091,2025-10-15,31,37322.48,1156996.88,Delivered
SO01100,CUST00425,PROD0129,2025-12-07,36,18529.03,667045.08,Delivered
SO01101,CUST00135,PROD0088,2026-04-13,408,4090.11,1668764.88,Processing
SO01102,CUST00469,PROD0090,2026-07-14,586,36299.34,21271413.24,Processing
SO01103,CUST00312,PROD0071,2025-05-26,81,14416.95,1167772.95,Shipped
SO01104,CUST00149,PROD0159,2025-01-17,368,8607.77,3167659.36,Pending
SO01105,CUST00465,PROD0111,2026-03-30,184,9350.94,1720572.96,Delivered
SO01106,CUST00148,PROD0117,2026-07-01,416,16705.26,6949388.16,Processing
SO01107,CUST00100,PROD0012,2025-12-20,99,10893.44,1078450.56,Pending
SO01108,CUST00254,PROD0036,2025-10-20,538,16044.9,8632156.2,Delivered
SO01109,CUST00151,PROD0173,2026-04-26,730,21444.42,15654426.6,Processing
SO01110,CUST00465,PROD0004,2026-08-20,138,4821.53,665371.14,Cancelled
SO01111,CUST00067,PROD0156,2026-02-01,457,11261.53,5146519.21,Delivered
SO01112,CUST00199,PROD0036,2026-02-04,737,13761.48,10142210.76,Delivered
SO01113,CUST00158,PROD0153,2025-07-14,535,25110.95,13434358.25,Shipped
SO01114,CUST00449,PROD0141,2026-02-14,609,40053.69,24392697.21,Cancelled
SO01115,CUST00248,PROD0167,2026-02-27,48,22388.0,1074624.0,Delivered
SO01116,CUST00430,PROD0128,2025-06-11,503,17432.92,8768758.76,Delivered
SO01117,CUST00033,PROD0094,2025-06-11,510,16667.57,8500460.7,Delivered
SO01118,CUST00166,PROD0038,2025-06-01,281,22911.43,6438111.83,Delivered
SO01119,CUST00175,PROD0191,2025-06-05,400,12715.59,5086236.0,Delivered
SO01120,CUST00382,PROD0134,2025-11-25,635,30984.57,19675201.95,Delivered
SO01121,CUST00232,PROD0047,2025-03-06,111,24591.37,2729642.07,Pending
SO01122,CUST00396,PROD0039,2025-12-14,9,8054.28,72488.52,Pending
SO01123,CUST00170,PROD0051,2025-08-22,90,21360.59,1922453.1,Delivered
SO01124,CUST00191,PROD0106,2025-10-06,18,1401.47,25226.46,Cancelled
SO01125,CUST00148,PROD0170,2025-08-24,153,18285.12,2797623.36,Delivered
SO01126,CUST00004,PROD0155,2025-05-07,88,11836.27,1041591.76,Pending
SO01127,CUST00139,PROD0067,2026-08-16,232,8073.38,1873024.16,Shipped
SO01128,CUST00466,PROD0179,2025-10-11,657,1381.75,907809.75,Delivered
SO01129,CUST00414,PROD0138,2025-02-01,498,24129.19,12016336.62,Delivered
SO01130,CUST00349,PROD0163,2025-07-21,477,5344.35,2549254.95,Processing
SO01131,CUST00078,PROD0177,2026-07-12,312,21250.99,6630308.88,Delivered
SO01132,CUST00219,PROD0136,2025-04-28,151,12776.99,1929325.49,Delivered
SO01133,CUST00444,PROD0175,2026-08-03,530,2909.42,1541992.6,Delivered
SO01134,CUST00492,PROD0011,2025-01-16,698,25590.99,17862511.02,Delivered
SO01135,CUST00084,PROD0105,2025-11-15,353,24221.7,8550260.1,Processing
SO01136,CUST00416,PROD0056,2026-03-22,696,27569.77,19188559.92,Processing
SO01137,CUST00498,PROD0073,2026-04-08,356,14650.74,5215663.44,Delivered
SO01138,CUST00258,PROD0134,2025-11-04,546,28871.35,15763757.1,Shipped
SO01139,CUST00422,PROD0161,2026-05-21,153,11802.24,1805742.72,Delivered
SO01140,CUST00066,PROD0164,2025-07-10,330,15446.21,5097249.3,Delivered
SO01141,CUST00497,PROD0135,2026-04-23,696,3629.89,2526403.44,Delivered
SO01142,CUST00170,PROD0012,2025-01-26,256,10288.8,2633932.8,Delivered
SO01143,CUST00377,PROD0135,2026-07-22,192,3566.94,684852.48,Delivered
SO01144,CUST00135,PROD0113,2025-01-08,407,33246.45,13531305.15,Delivered
SO01145,CUST00363,PROD0012,2026-01-23,546,9752.55,5324892.3,Processing
SO01146,CUST00154,PROD0083,2026-05-23,724,21420.81,15508666.44,Processing
SO01147,CUST00371,PROD0171,2025-03-22,133,13597.38,1808451.54,Delivered
SO01148,CUST00037,PROD0176,2025-08-01,221,17076.0,3773796.0,Delivered
SO01149,CUST00310,PROD0049,2026-01-04,106,6647.56,704641.36,Shipped
SO01150,CUST00203,PROD0033,2025-05-20,98,5635.34,552263.32,Delivered
SO01151,CUST00365,PROD0022,2025-10-30,264,19082.01,5037650.64,Delivered
SO01152,CUST00326,PROD0032,2025-01-04,16,13069.35,209109.6,Delivered
SO01153,CUST00183,PROD0037,2025-10-21,606,14700.75,8908654.5,Processing
SO01154,CUST00181,PROD0182,2025-11-10,473,12855.12,6080471.76,Pending
SO01155,CUST00036,PROD0153,2025-08-07,628,33210.46,20856168.88,Delivered
SO01156,CUST00350,PROD0093,2025-05-06,233,5471.73,1274913.09,Delivered
SO01157,CUST00403,PROD0149,2025-10-11,462,19287.77,8910949.74,Delivered
SO01158,CUST00015,PROD0024,2026-04-24,26,6772.77,176092.02,Shipped
SO01159,CUST00116,PROD0076,2025-11-06,309,8375.61,2588063.49,Processing
SO01160,CUST00359,PROD0092,2026-07-10,565,10012.33,5656966.45,Processing
SO01161,CUST00269,PROD0130,2026-06-28,95,36484.58,3466035.1,Delivered
SO01162,CUST00028,PROD0182,2026-02-18,134,11814.64,1583161.76,Processing
SO01163,CUST00256,PROD0156,2025-06-07,262,8547.62,2239476.44,Delivered
SO01164,CUST00264,PROD0033,2025-08-13,503,6136.55,3086684.65,Processing
SO01165,CUST00488,PROD0054,2025-02-16,220,20051.0,4411220.0,Delivered
SO01166,CUST00446,PROD0155,2025-08-23,330,9390.51,3098868.3,Delivered
SO01167,CUST00008,PROD0075,2026-03-26,462,21634.5,9995139.0,Delivered
SO01168,CUST00375,PROD0189,2025-11-16,538,7817.55,4205841.9,Delivered
SO01169,CUST00159,PROD0118,2026-04-20,483,36574.58,17665522.14,Processing
SO01170,CUST00236,PROD0005,2025-01-07,227,32090.69,7284586.63,Delivered
SO01171,CUST00206,PROD0004,2025-12-28,4,4361.38,17445.52,Delivered
SO01172,CUST00083,PROD0141,2025-05-23,159,29516.0,4693044.0,Cancelled
SO01173,CUST00066,PROD0031,2026-07-06,595,3135.71,1865747.45,Delivered
SO01174,CUST00213,PROD0138,2026-05-31,169,23842.12,4029318.28,Shipped
SO01175,CUST00069,PROD0110,2026-03-27,268,32083.52,8598383.36,Delivered
SO01176,CUST00102,PROD0003,2025-07-30,307,24140.66,7411182.62,Delivered
SO01177,CUST00430,PROD0111,2026-08-24,584,8773.21,5123554.64,Shipped
SO01178,CUST00206,PROD0169,2026-02-16,407,15296.97,6225866.79,Delivered
SO01179,CUST00119,PROD0025,2025-12-27,187,17145.55,3206217.85,Shipped
SO01180,CUST00106,PROD0088,2025-09-28,534,4699.39,2509474.26,Delivered
SO01181,CUST00047,PROD0029,2026-07-30,534,9603.55,5128295.7,Cancelled
SO01182,CUST00180,PROD0026,2026-03-20,158,32732.58,5171747.64,Delivered
SO01183,CUST00447,PROD0100,2025-01-30,241,25639.43,6179102.63,Shipped
SO01184,CUST00388,PROD0182,2026-05-01,20,12828.83,256576.6,Shipped
SO01185,CUST00405,PROD0097,2025-08-19,259,24035.95,6225311.05,Processing
SO01186,CUST00353,PROD0106,2025-03-27,745,1406.44,1047797.8,Delivered
SO01187,CUST00378,PROD0142,2026-01-06,641,28469.69,18249071.29,Processing
SO01188,CUST00086,PROD0019,2025-09-22,638,25240.06,16103158.28,Processing
SO01189,CUST00472,PROD0027,2025-07-22,214,23395.78,5006696.92,Delivered
SO01190,CUST00173,PROD0148,2026-02-08,509,27711.71,14105260.39,Delivered
SO01191,CUST00267,PROD0127,2026-03-14,488,28883.66,14095226.08,Processing
SO01192,CUST00404,PROD0144,2026-01-05,436,23069.4,10058258.4,Pending
SO01193,CUST00046,PROD0125,2025-11-13,264,11484.92,3032018.88,Delivered
SO01194,CUST00113,PROD0199,2025-12-21,569,7851.72,4467628.68,Processing
SO01195,CUST00410,PROD0077,2026-07-12,184,25084.15,4615483.6,Processing
SO01196,CUST00099,PROD0052,2025-05-14,623,21931.62,13663399.26,Shipped
SO01197,CUST00435,PROD0104,2026-05-17,118,8294.29,978726.22,Delivered
SO01198,CUST00039,PROD0021,2025-04-07,230,15020.52,3454719.6,Delivered
SO01199,CUST00496,PROD0001,2026-06-23,316,7156.89,2261577.24,Shipped
SO01200,CUST00498,PROD0065,2026-02-27,512,8914.17,4564055.04,Shipped
SO01201,CUST00300,PROD0155,2025-09-25,14,8691.3,121678.2,Pending
SO01202,CUST00487,PROD0101,2026-06-22,100,4908.59,490859.0,Delivered
SO01203,CUST00423,PROD0118,2025-09-14,721,35059.93,25278209.53,Delivered
SO01204,CUST00490,PROD0023,2026-08-08,351,36614.42,12851661.42,Processing
SO01205,CUST00339,PROD0007,2026-06-28,391,20664.88,8079968.08,Pending
SO01206,CUST00237,PROD0171,2026-01-26,237,15675.65,3715129.05,Delivered
SO01207,CUST00300,PROD0173,2025-02-07,404,19228.45,7768293.8,Shipped
SO01208,CUST00235,PROD0047,2025-07-18,443,24030.89,10645684.27,Shipped
SO01209,CUST00187,PROD0131,2025-02-28,397,13673.59,5428415.23,Delivered
SO01210,CUST00459,PROD0069,2025-06-12,372,34345.76,12776622.72,Delivered
SO01211,CUST00186,PROD0175,2026-01-08,455,3621.86,1647946.3,Delivered
SO01212,CUST00240,PROD0002,2026-05-16,122,8295.91,1012101.02,Delivered
SO01213,CUST00427,PROD0120,2025-04-09,693,7863.57,5449454.01,Processing
SO01214,CUST00374,PROD0106,2025-07-07,5,1681.33,8406.65,Processing
SO01215,CUST00175,PROD0105,2026-06-05,521,20778.94,10825827.74,Processing
SO01216,CUST00216,PROD0194,2026-07-18,65,14385.88,935082.2,Shipped
SO01217,CUST00345,PROD0155,2025-12-18,486,9139.39,4441743.54,Delivered
SO01218,CUST00496,PROD0123,2026-01-23,606,31258.88,18942881.28,Delivered
SO01219,CUST00438,PROD0106,2025-07-19,281,1368.28,384486.68,Processing
SO01220,CUST00196,PROD0052,2025-06-22,154,20988.86,3232284.44,Pending
SO01221,CUST00454,PROD0196,2026-03-11,360,30416.48,10949932.8,Shipped
SO01222,CUST00377,PROD0086,2025-09-28,531,2610.98,1386430.38,Shipped
SO01223,CUST00317,PROD0067,2026-01-30,598,7810.24,4670523.52,Cancelled
SO01224,CUST00179,PROD0091,2025-03-22,644,37181.52,23944898.88,Delivered
SO01225,CUST00465,PROD0065,2026-03-30,328,9009.78,2955207.84,Shipped
SO01226,CUST00130,PROD0007,2025-05-13,374,18951.64,7087913.36,Processing
SO01227,CUST00287,PROD0186,2025-01-06,280,8082.98,2263234.4,Shipped
SO01228,CUST00162,PROD0059,2026-02-12,658,29842.13,19636121.54,Delivered
SO01229,CUST00122,PROD0113,2025-01-28,358,30763.18,11013218.44,Pending
SO01230,CUST00396,PROD0124,2025-02-03,538,4140.86,2227782.68,Delivered
SO01231,CUST00102,PROD0187,2025-08-10,547,25990.19,14216633.93,Delivered
SO01232,CUST00096,PROD0185,2025-07-13,622,6149.67,3825094.74,Delivered
SO01233,CUST00156,PROD0190,2026-01-24,538,3844.78,2068491.64,Pending
SO01234,CUST00244,PROD0057,2025-01-30,470,24102.83,11328330.1,Cancelled
SO01235,CUST00045,PROD0091,2025-10-09,2,36069.04,72138.08,Delivered
SO01236,CUST00416,PROD0181,2025-06-30,264,38365.7,10128544.8,Delivered
SO01237,CUST00411,PROD0189,2025-02-16,145,8452.15,1225561.75,Processing
SO01238,CUST00232,PROD0162,2026-06-30,596,11090.42,6609890.32,Delivered
SO01239,CUST00474,PROD0102,2025-10-26,479,15928.2,7629607.8,Delivered
SO01240,CUST00443,PROD0111,2026-02-08,39,9087.06,354395.34,Pending
SO01241,CUST00463,PROD0125,2025-05-20,202,10834.63,2188595.26,Processing
